username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink,,,,,,
King Toekidjan,KingToekidjan,3/29/2019 17:05,16,39,"Kepanikan 2 jendral istana menuding bahwa pilpres kali ini bukan hanya pertarungan antara Jokowi vs Prabowo saja , tapi pertarungan antara 2 ideologi. Jenderal kt stj pertarungan antara Jokowi vs Prabowo adl duel antara ideologi # PKIvsPANCASILA # IndonesiaCallsCarterCenterpic.twitter.com/SknQwBqyxl",,,# #,1.11157E+18,https://twitter.com/KingToekidjan/status/1111570018636980225,,,,,,
Dyah W. Saptarini,dw_saptarini,3/29/2019 16:37,768,1636,"Kita jangan tiru-tiru China kalau bangun infrastruktur. China daratannya luas. Kita negara maritim, 2/3 negara kita lautan. -- Faisal Basrihttps://www.cnbcindonesia.com/news/20190214192518-4-55628/pak-jokowi-jangan-tiru-cara-china-bangun-infrastruktur …",,,,1.11156E+18,https://twitter.com/dw_saptarini/status/1111563129396183040,,,,,,
Mbah_Liem,liem_id,3/29/2019 16:30,1136,2173,"Setelah hoax-hoex gk laku.. Akhirnya khilapah-khilepeh.. Berikutnya..? Nyungsep..sep Salah satu sinyal yg menunjukkan Jokowi terdesak di pilpres ini adalah pemunculan isu khilafah # PKIvsPANCASILA Begitu Petahana Makin Terdesak, Larinya ke Khilafah Lagihttps://www.gelora.co/2019/03/begitu-petahana-makin-terdesak-larinya.html?m=1 …",,,#,1.11156E+18,https://twitter.com/liem_id/status/1111561355755208705,,,,,,
🇲🇨 #01IndonesiaMaju😀👍,BadjaNuswantara,3/29/2019 15:59,267,461,"Ideologi khilafah ancaman nyata keutuhan bangsa. Tdk spt presiden sebelumnya, demi masa depan bangsa & negara, JOKOWI TEGAS bubarkan HTI tak peduli dirinya dibenci, difitnah anti Islam. INDONESIA MEMANGGIL Bersama 01 kita berjuang bela negara # PANCASILAvsKHILAFAHpic.twitter.com/KIUMEE9LqG",,,#,1.11155E+18,https://twitter.com/BadjaNuswantara/status/1111553578521378816,,,,,,
Murtadha01,MurtadhaOne,3/29/2019 15:53,372,563,Baru jadi capres aja udah sombong Spt ini mau gantiin Pak Jokowi yg selalu dekat dan menyapa rakyat??? pic.twitter.com/OEKYGWw14o,,,,1.11155E+18,https://twitter.com/MurtadhaOne/status/1111551925621673984,,,,,,
Namashi🇮🇩🇵🇸,nay_shihab,3/29/2019 15:48,90,133,"dek @ TsamaraDKI loe mnikmati secangkir kopi disruput apa dikunyah? dn loe @ jokowi seriusan gak ngopi? pendukung & yg didukung masama modal asal mangap, apa yg diucap gak sinkron dg yg diperbuat # PKIvsPANCASILApic.twitter.com/B9R17GTNr7",,@ @,#,1.11155E+18,https://twitter.com/nay_shihab/status/1111550693352108032,,,,,,
Rachland Nashidik,RachlanNashidik,3/29/2019 15:20,1426,3814,"Prabowo alumni TNI. Sandiaga pengusaha nasional. Mereka yang Anda tuduh bawa khilafah ke RI untuk ganti Pancasila? Faktanya, adalah Jokowi yang membuat Prabowo jadi penantang tunggal. Dengan menetapkan PT 20% bagi pemilu serentak 2019, memakai ulang hasil pemilu 2014. Absurd.",,,,1.11154E+18,https://twitter.com/RachlanNashidik/status/1111543749660676096,,,,,,
AP,peni_me,3/29/2019 15:20,83,127,"nyuwun sewu pak de @ jokowi, apa iklan ini yg bikin tim bpk? klo iya, scra tdk lgs ini pengakuan bahwa dipemerintahan bpk sembako mahal, tdk terjangkau dan pengangguran meningkat. akhirnya mo mengandalkan kartu sakti bpk. katanya kita ini bangsa produktif, bapaaakkk pic.twitter.com/K51VzDijQS",,@,,1.11154E+18,https://twitter.com/peni_me/status/1111543564259872773,,,,,,
Agus Susanto II,Cobeh09,3/29/2019 15:12,226,360,"Putihkan TPS Dengan Memake Baju Putih"" - Jokowi ""Yang Mengatakan Akan Memutihkan TPS Adalah Salah Satu Bentuk Teroris. Teror Kepada Bangsa Ini"," Maka Kita Harus Tolak Mereka."" - Boedi Djarot pic.twitter.com/6RJD7IBU3p""",,,,1.11154E+18,https://twitter.com/Cobeh09/status/1111541716752826368,,,,,
Komarudin,komarudin_ans,3/29/2019 15:05,11,12,"Beredar Tulisan Irwan Prayitno Nilai Blusukan ala Jokowi, Netizen: Salut padahal dari Partai Oposisi http://m.tribunnews.com/amp/nasional/2018/02/16/beredar-tulisan-irwan-prayitno-nilai-blusukan-ala-jokowi-netizen-salut-padahal-dari-partai-oposisi …",,,,1.11154E+18,https://twitter.com/komarudin_ans/status/1111539760642682880,,,,,,
IamCinta,Iam_Cinta89,3/29/2019 15:00,206,490,Jangan biarkan pak @ Jokowi berjuang sendiri Ayo satukan suara Satukan pilihan 17 April coblos 01 baju putih @ Jokowi - @ KHMarufAmin_ # WongKitoJokowiAmin # PilihYangJernihpic.twitter.com/3KKnib0NUd,,@ @ @,# #,1.11154E+18,https://twitter.com/Iam_Cinta89/status/1111538728353173504,,,,,,
Joko Widodo,jokowi,3/29/2019 14:53,2934,11348,"Dari sekadar pos-pos sederhana atau bahkan patok-patok kayu dan batu, Pos Lintas Batas Negara di Kalimantan, Papua, dan Nusa Tenggara Timur diubah lebih megah dan layak. PLBN adalah gerbang, penanda kehadiran negara, sekaligus dan embrio pertumbuhan ekonomi di daerah terpinggir.pic.twitter.com/B5q3VPQRhf",,,,1.11154E+18,https://twitter.com/jokowi/status/1111536880871309312,,,,,,
Natara,katanatara,3/29/2019 14:48,10,31,"Alhamdulillah banget pak @ jokowi kalau emang udah di putuskan dan sudah ditandatangani, dengan begitu aku jadi makin # OptimisIndonesiaMaju dan # 01IndonesiaMaju deh... @ optimis_majupic.twitter.com/R8CgEvnXc9",,@ @,# #,1.11154E+18,https://twitter.com/katanatara/status/1111535562337349632,,,,,,
Doradong,do_ra_dong,3/29/2019 13:58,446,746,Mengapa kubu sebelah begitu reaktif dan langsung menyerang dengan menyebarkan fitnah bahwa amplop tersebut dikaitkan capres prabowo Sementara OTT KPK menjerat Bowo Sidik politisi partai Golkar anggota koalisi Jokowi Maruf Amin Mereka panik!,,,,1.11152E+18,https://twitter.com/do_ra_dong/status/1111523055728128000,,,,,,
Ayo Jihad Total !,Brigade_411,3/29/2019 13:51,467,1026,Gara2 Jokowi Bilang Jas Pakaian Orang Eropa Tukang Tahu Keju Keliling Ini Pakai Jas Saat Berjualan Keliling .. Biar Disebut Tukang Tahu Keliling Eropa kan Keren.... # 17AprilPilihPrabowoSandi # 19HariLagiCoblosCapres02 # PrabowoMenyapaBogorpic.twitter.com/7DSymf8l5n,,,# # #,1.11152E+18,https://twitter.com/Brigade_411/status/1111521301661782016,,,,,,
wana risnawaty,Wanna2202,3/29/2019 12:56,3,10,Monitoring pada satu pembangunan fisik pompanisasi air minum di desa dampingan # ManfaatDanaDesa # danadesa @ EkoSandjojo @ jokowi @pendampingdesasumut pic.twitter.com/NcpuTXUwLI,,@ @ @pendampingdesasumut,# #,1.11151E+18,https://twitter.com/Wanna2202/status/1111507329101365249,,,,,,
zuhairi misrawi,zuhairimisrawi,3/29/2019 12:53,39,243,Berjabat tangan dengan Presiden @ jokowi terasa mengalirkan energi positif dalam diri saya untuk beramal bagi negeri @ PDI_Perjuanganpic.twitter.com/kdgxunwI6o,,@ @,,1.11151E+18,https://twitter.com/zuhairimisrawi/status/1111506702988279809,,,,,,
JRX,JRX_SID,3/29/2019 12:07,174,163,Baca nih pak @ wiranto1947 @ jokowi. # golpvt pic.twitter.com/zVEliiR04J,,@ @,#,1.1115E+18,https://twitter.com/JRX_SID/status/1111495177477058560,,,,,,
Windi Astoria,WindiAstoria,3/29/2019 10:17,12,25,"Jokowi : Di fitnah, saya Diam ! Di tuduh PKI juga saya Diam ! Bahkan istri terjungkal pun saya Diam ! . Kurang sabar apa saya # GerakanShubuhBerjamaahpic.twitter.com/Gogc3gXH9b",,,#,1.11147E+18,https://twitter.com/WindiAstoria/status/1111467360186064896,,,,,,
yoga || IG: pakaipeci,pakaipeci,3/29/2019 10:05,100,194,"Pesannya ganti presiden"" Jokowi orang baik"," prabowo jg org baik. Tp prabowo tidak pernah ngrecokin umat # PrabowoSandiMenangpic.twitter.com/26LM4TQH5w""",,,#,1.11146E+18,https://twitter.com/pakaipeci/status/1111464386395172864,,,,,
Ratih.azahra,azahra_ratih,3/29/2019 10:04,2,6,Indonesia Butuh Jokowi 1 periode Lagi # JokowiLagi # Jokowi2Periodepic.twitter.com/wB1w4IesOg,,,# #,1.11146E+18,https://twitter.com/azahra_ratih/status/1111464194577039360,,,,,,
Jayalah.Negriku,JNegriku,3/29/2019 10:02,43,92,Ucapan Terima kasih dari Warga Papua untuk Jokowi. Buat apa sih sebenarnya pembangunan Infrastruktur di Papua? Apakah benar hanya berimbas untuk kalangan atas saja? ataukah hanya proyek ambisi Pak Jokowi? @ EAndesla @ enylove_01 # jokowi # keadilansosialbagiseluruhrakyatindonesiapic.twitter.com/KgK4rmQoAY,,@ @,# #,1.11146E+18,https://twitter.com/JNegriku/status/1111463721082060800,,,,,,
K.H. Ma’ruf Amin,KHMarufAmin_,3/29/2019 9:56,145,361,"Bismillah. Alhamdulillah deklarasi dukungan yg ditujukan untuk saya dan Pak @ Jokowi terus digaungkan. Saya mendapat informasi bahwa suara 01 di DIY sudah kondusif, dengan elektabilitas 62%. Ini artinya, tugas kita memastikan pemilih tidak ragu untuk hadir di TPS. # 01JokowiAminpic.twitter.com/ENQtU4k4Ls",,@,#,1.11146E+18,https://twitter.com/KHMarufAmin_/status/1111462034820890624,,,,,,
alan's quality (mutu alan),Bimadanta,3/29/2019 9:20,20,5,Pak @ jokowi kapan Kartu Jakarta Kangen ini jadi program nasional? Kami di daerah juga berhak kangen. From: Radityo - Regol pic.twitter.com/JnaA3Fux2A,,@,,1.11145E+18,https://twitter.com/Bimadanta/status/1111453158868320256,,,,,,
Pain Akatsuki,DetektifPain,3/29/2019 9:20,39,115,"jika 02 menang Indonesia akan seperti Suriah!"" Maksudnya tuh partai banteng bakal berontak kalo Jokowi kalah? @ dulatips""",,@,,1.11145E+18,https://twitter.com/DetektifPain/status/1111453029180440576,,,,,,
Teddy Gusnaidi,TeddyGusnaidi,3/29/2019 9:08,394,1202,"Ada yang bilang, begitu Jokowi terdesak, maka dimunculkan isu khilafah. Lah? yang terdesak itu kan Prabowo, elektabilitas 32% kebawah, Jokowi 56% keatas. Dan kelompok khilafah anti pancasila itu faktanya ada di depan mata. Buktinya elu, terang-terangan membela khilafah..",,,,1.11145E+18,https://twitter.com/TeddyGusnaidi/status/1111449947155554304,,,,,,
Aksi Kamisan,AksiKamisan,3/29/2019 9:05,105,121,Terima kasih teman-teman yg sudah setia mendukung # AksiKamisan Kita dengan baik telah menyuarakan pemenuhan hak-hak kita sebagaimana mestinya Meski Negara yg hari ini dipimpin Presiden @ jokowi selalu berkelit untuk memenuhi tanggungjawab & kewajibannya Jangan Diam! LAWAN! pic.twitter.com/HEou1sVoLt,,@,#,1.11145E+18,https://twitter.com/AksiKamisan/status/1111449243217100800,,,,,,
Fahri Hamzah News,kawanFH,3/29/2019 8:55,13,50,"PAK JOKOWI PLIS DEH, JADILAH TELADAN DALAM KEARIFAN https://ift.tt/2UiEWZR pic.twitter.com/CaC1F5rsTU",,,,1.11145E+18,https://twitter.com/kawanFH/status/1111446728371306496,,,,,,
elisa yulina candra,elisacandra16,3/29/2019 8:46,16,4,Selamat pagi pak @ jokowi dan pak @ ganjarpranowo. Saya elisa mau minta tolong untuk bantuannya kepada budhe saya yang bernama Ibu Sarmini alamat desa tegalharjo rt 09 rw 04 kecamatan Trangkil kabupaten pati. Terkena sakit kangker papiloma stadium akhir.pic.twitter.com/2kNI335eNI,,@ @,,1.11144E+18,https://twitter.com/elisacandra16/status/1111444503443849216,,,,,,
Dede Budhyarto,kangdede78,3/29/2019 8:32,183,270,Tanggepan teh @ asty_ananta tentang @ jokowi  Beliau adalah pemimpin yg memiliki hati yg luar biasa," hati yg besar & diri yg sdh dipenuhi dgn cinta"" Bergetarr hati ini mendengarnya & terlalu byk alasan mengapa HARUS pilih @ jokowi 17 April 2019 # IslamDamaikanDuniapic.twitter.com/hAlSt7HSJ0""",,@ @ @,#,1.11144E+18,https://twitter.com/kangdede78/status/1111440866562826246,,,,,
Andykoga,Andykoga1,3/29/2019 8:09,2,8,"Kalau Memimpin Keluarga Kecil saja Tidak Mampu.. & G A G A L... Bagai Mana dg Memimpin NEGARA INI.? Yg Begitu. Besar & beragam Suku. Adat. Tradisi. & Prilaku....yg Masih Ragu & terlanjur Khikaf.. Yok.. Pilih yg Pasti Aja... Jokowi. 1x lAGI...  pic.twitter.com/E6tYeXaUOl""",,,,1.11144E+18,https://twitter.com/Andykoga1/status/1111435133729435648,,,,,,
#17AprilCoblosJokowi,Elina_Vay,3/29/2019 7:46,88,249,"Bapak @ jokowi terima kasih banget dengan adanya Program BPJS, terima kasih sekali lagi pak Jokowi. # JokowiMembangunIndonesia # GWSpic.twitter.com/SJYRVODGzb",,@,# #,1.11143E+18,https://twitter.com/Elina_Vay/status/1111429357522681856,,,,,,
seword,sewordcom,3/29/2019 7:14,113,296,"Bener banget Mbak Asty Ananta. Pak @ jokowi memang pribadi yg hatinya lapang, mentalnya tangguh, kerjanya hebat! # 17AprilCoblosBajuPutihpic.twitter.com/TjjfOOIamr",,@,#,1.11142E+18,https://twitter.com/sewordcom/status/1111421386906456065,,,,,,
#SemuaJadiSaksi02diTPS 🇲🇨 ♻ 🇵🇸Free #Palestina,meong699up,3/29/2019 6:34,487,7,"Anda sebagai pekerja, enak di zaman siapa menurut anda ? Jokowi ( Like ) SBY ( Retweet ) pic.twitter.com/2lyLM4rwDA",,,,1.11141E+18,https://twitter.com/meong699up/status/1111411226066640898,,,,,,
H. Moch.Herianto  MM  ©️™️,Moch_herianto,3/29/2019 6:21,126,276,"Halo Wahai kaum Jangkrik # prabocor!! Denger kata Bpk ini hanya @ jokowi yg mampu makan bareng sama warga Papua! Di Jaman ORBA tdk ada pemimpin yg bisa bergaul dng ramah sama org Papua! Hei Kaum Jangkrik # prabocor, perhatikan ya # JokowiPastiMenang # JokowiBersamaRakyatpic.twitter.com/oQdnCz4LIQ",,@,# # # #,1.11141E+18,https://twitter.com/Moch_herianto/status/1111408037451841536,,,,,,
Bambang Wijayanto_AIP36,Bambang95093253,3/29/2019 5:56,6,16,"jokowi lama versus jokowi baru. Contoh orang yang berdusta ketika berbicara, mengingkari kalo berjanji dan khianat ketika di beri amanah. FATWA MUI HARAM MEMILIH PEMIMPIN INGKAR JANJI # 2019GANTIPRESIDENpic.twitter.com/jg8aGR8xgJ",,,#,1.1114E+18,https://twitter.com/Bambang95093253/status/1111401685149089797,,,,,,
Santi,Santi70502153,3/29/2019 5:19,0,1,Bapak romantis sekali. Istri jatuh koq ga cepat dibantuin?pic.twitter.com/XqPgOVrc59,,,,1.11139E+18,https://twitter.com/Santi70502153/status/1111392511925194754,,,,,,
Gustaf Mamangkey,gustafmamangkey,3/29/2019 3:26,58,220,"Kerang mutiara Pinctada margaritifera bisa tumbuh secara alami dengan ukuran lebih dari 15 cm, memiliki potensi menghasilkan mutiara hitam berukuran besar. @ jokowi @ susipudjiastuti @ s_soebjakto @ BudidayaKKP @ kkpgoidpic.twitter.com/ZAGK4ZqZm8",,@ @ @ @ @,,1.11136E+18,https://twitter.com/gustafmamangkey/status/1111364026489950209,,,,,,
Muzammil Al Aris,al_aris08,3/29/2019 2:10,120,333,"translate : hari ini ada kampanye Jokowi di Aceh, uang dan baju ambil, yang penting ikut ulama. Prabowo nomor 2. # IstriAjaDicuekinApalagiRakyatpic.twitter.com/WJvM2NlEDp",,,#,1.11134E+18,https://twitter.com/al_aris08/status/1111344801494913024,,,,,,
Doradong,do_ra_dong,3/29/2019 1:31,1879,2365,Menristekdikti jadi buzzer? Keliling kampus-kampus kampanyekan Jokowi dan lakukan pembusukan kepada pihak lain (dengan tidak cuti) Inikah cara mendidik yang diajarkan @ bawaslu_RI buka mata kalian!! pic.twitter.com/WvlJruxdym,,@,,1.11134E+18,https://twitter.com/do_ra_dong/status/1111335019136483328,,,,,,
Sang.Bidadari™,Surgabidadari3,3/29/2019 0:55,467,804,"Dahsyat Rp. 8 Miliar dalam 84 kardus, 400.000 amplop berisi uang tunai pecahan 50ribu dan 20ribu yang diduga akan digunakan untuk serangan fajar. Ooooh begitu cara mainnya ya, nyolong duit rakyat buat serangan fajar. PELAKU DARI PARTAI GOLKAR, PARTAI PENGUSUNG JOKOWI, CATET!! pic.twitter.com/q9vGBed0xI",,,,1.11133E+18,https://twitter.com/Surgabidadari3/status/1111325879429459969,,,,,,
Remington Steele #TT,mochamadarip,3/29/2019 0:46,98,158,"Jangan biarkan @ Jokowi sendirian... Apakah Kamu, Kalian & Rakyat Akal Sehat, masih mau diam saja? # 01RabuPutih # 01IndonesiaMaju # RakyatIndonesiaPilihJokowiAmin # JokowiLagipic.twitter.com/0tkxTRk7F7",,@,# # # #,1.11132E+18,https://twitter.com/mochamadarip/status/1111323597706915840,,,,,,
Murtadha01,MurtadhaOne,3/28/2019 23:36,135,263,Nelayan Balikpapan Sambut Kedatangan Capres #01 Jokowi di Festival Bakar Ikan # KalbarMenangTotalpic.twitter.com/Cnl4AW36PX,,,#01 #,1.11131E+18,https://twitter.com/MurtadhaOne/status/1111306180117172227,,,,,,
Nowowo🇮🇩#88,CoretPdipilpres,3/28/2019 23:31,115,193,Kinerja @ jokowi dinilai oleh dunia..yuk mari # 17AprilCoblosJokowiAmin # JokowiMusliminSejati # JokowiLagi # TIM88 # 01OptimisIndonesiaMajupic.twitter.com/3a1WEZljrG,,@,# # # # #,1.1113E+18,https://twitter.com/CoretPdipilpres/status/1111304795321585666,,,,,,
Partai Akal Sehat,PartaiAkalSehat,3/28/2019 23:25,28,44,Jokowi lama vs Jokowi Baru Lah wong dia sama dirinya sendiri gk konsisten gimana bisa memimpin 270 juta rakyat Indonesia. Bisa hancur negara ini kata pak JK pic.twitter.com/ph90aGFxff,,,,1.1113E+18,https://twitter.com/PartaiAkalSehat/status/1111303377521008641,,,,,,
Jack V-ixion,jack_ixion,3/28/2019 22:59,9,6,"Buka mata,buka hati & jgn bpk pura2 tuli srt pura2 tdk tau akan Nasib 8300krywan # korbanphksepihakfreeport yg sdh 23bln mcri KEADILAN di negeri sdri tnp ad win-win solution"" dr pmrntah dimn sdh 41krywan m'ninggal akibat BPJS kshtan di blokir. @ jokowi @ KHMarufAmin_ @ KSPgoidpic.twitter.com/Q86SW23gRN""",,@ @ @,#,1.1113E+18,https://twitter.com/jack_ixion/status/1111296801938632706,,,,,,
Jokowi-Amin,Jokowi_Amin,3/28/2019 22:22,107,252,Indonesia Pusaka dinyanyikan dengan khidmat dan syahdu oleh ribuan relawan pendukung Jokowi - Amin yang dihadiri oleh KH. Ma'ruf Amin di Sleman. Penuh haru untuk # 01IndonesiaMajupic.twitter.com/6uQL065Hyh,,,#,1.11129E+18,https://twitter.com/Jokowi_Amin/status/1111287531021074433,,,,,,
IG: ulinyusron,ulinyusron,3/28/2019 21:58,145,347,Senjaku di MRT. Terima kasih Pak @ jokowi - Pak @ basuki_btp yang mewujudkan mimpi kita semua. Indonesia kini punya MRT. Mari kita rawat bersama!pic.twitter.com/v2bFUKkyfI,,@ @,,1.11128E+18,https://twitter.com/ulinyusron/status/1111281339519557632,,,,,,
H. Moch.Herianto  MM  ©️™️,Moch_herianto,3/28/2019 21:45,100,178,"Ini lagi debat yg paling lucu kedua stlh si sera Soal ketidak genuine-an @ jokowi sdh terbantahkan ! Jokowi paling genuine klo MASUK KE GORONG2X ketimbang # Prabocor , kenapa ? krn # Prabocor BADANNYA BOROS susah masuk gorong2x # 02BersamaKitaGila # 02BikinRepotRakyatpic.twitter.com/IBuMT561zV",,@,# # # #,1.11128E+18,https://twitter.com/Moch_herianto/status/1111278170341146624,,,,,,
H. Moch.Herianto  MM  ©️™️,Moch_herianto,3/28/2019 21:36,14,17,"Be Careful guys ada kelompok tertentu yg ingin pilpres dan pilkada rusuh ! siapa yg diuntungkan ? pikir aja sendiri! SAYA TAK INGIN POTENSI PEMILIH @ jokowi DI INTIMIDASI DAN DITAKUT TAKUTI AKAN TERJADI KERUSUHAN SAAT PILPRES , SEHINGGA MRK TAK HADIR! # Coblos01 # JokowiLagipic.twitter.com/fjcTJrVb0y",,@,# #,1.11128E+18,https://twitter.com/Moch_herianto/status/1111275855861305344,,,,,,
qurbah,qurbah313,3/28/2019 20:49,72,168,"Peganglah keimanan kita, dengan keteguhan syariat islam, dengan sesungguh-sungguhnya. -Barokallah @ jokowi @ KHMarufAmin_ @ SBYudhoyono @ prabowo @ sandiuno - Share with @ nabiel_almusawa @ mohmahfudmd # Jumat # Jumatberkah pic.twitter.com/QGkolD4ndL",,@ @ @ @ @ @ @,# #,1.11126E+18,https://twitter.com/qurbah313/status/1111264025600389120,,,,,,
mei Amoy kecil  他很米兰,Namaku_Mei,3/28/2019 20:34,208,407,Alhmdulillah... satu lagi ada yg berani lawan pusat di Jakarta DPW PAN Maluku deklarasi dukung Jokowi ~Ma'ruf Amin sejumlah kader DPW Maluku memilih mengalihkan dukungan. # KompakSATUJokowi # SatukanIndonesia # 01IndonesiaMaju # 01RabuPutih # 01jokowilagipic.twitter.com/8vFxv1OuBR,,,# # # # #,1.11126E+18,https://twitter.com/Namaku_Mei/status/1111260207525445632,,,,,,
Jonru Ginting,JonruGintingNew,3/28/2019 20:28,415,1207,"Jika ada 1 juta alasan untuk TIDAK memilih @ jokowi, maka menurut saya semua itu sudah tidak penting ketika dia cuek saat melihat istrinya terjungkal. Ini kesalahan yang SANGAT FATAL !!! # IstriAjaDicuekinApalagiRakyat",,@,#,1.11126E+18,https://twitter.com/JonruGintingNew/status/1111258680857485312,,,,,,
Pio Kharismayongha,piokharisma,3/28/2019 20:02,2034,4201,"2014, gue mendukung Pak Jokowi dan sukarela membuatkan avatar bagi pendukungnya. 2019, gue mendukung Pak Jokowi kembali terpilih dan sukarela membuat e-poster utk diupload di feed IG dan IG Story. Silakan kalo mau save. pic.twitter.com/D2cUozrdi5",,,,1.11125E+18,https://twitter.com/piokharisma/status/1111252109960212483,,,,,,
JATAM,jatamnas,3/28/2019 19:50,257,166,"Di Pulau Kecil Tambang Berjaya. Petani dan nelayan, berikut ruang hidupnya terus terancam. Parahnya, baik @ jokowi maupun @ prabowo sama-sama tak peduli; kecuali tetap akan mendorong industri rakus lahan dan air itu berjaya. https://www.jatam.org/2019/02/20/menyoal-pemilu-2019-bagi-keselamatan-rakyat-di-pesisir-dan-pulau-kecil … # SelamatkanPulauKecilpic.twitter.com/mF4BKvHPny",,@ @,#,1.11125E+18,https://twitter.com/jatamnas/status/1111249284567986176,,,,,,
PUTRI CEBONG,wr200465,3/28/2019 19:45,207,423,"Ga akan pernah jadi presiden Pret...jika pake koas kaki aja mesti orang lain yg pakein... Karena jadi presiden itu berat, hanya jokowi yg mampu kerja kerja kerajaaaa.... pic.twitter.com/P4MqkYAVbh",,,,1.11125E+18,https://twitter.com/wr200465/status/1111247836413218816,,,,,,
I Made Bawayasa(IMB),madebawayasa,3/28/2019 19:34,26,80,Banjarmasin Tumpah Kampanye Akbar #01. Tanda -tanda kemenangan itu semakin jelas. @ jokowi @ PDI_Perjuanganpic.twitter.com/iZE1RwlCab,,@ @,#01,1.11125E+18,https://twitter.com/madebawayasa/status/1111245299052216321,,,,,,
setiapancasila,setiapancasila,3/28/2019 19:31,36,89,"Alhamdulilah,perlahan tpi pasti,smuanya kembali ke ngara Ind,pic.twitter.com/i6FpPX2kOQ",,,,1.11124E+18,https://twitter.com/setiapancasila/status/1111244380134756353,,,,,,
IG: ulinyusron,ulinyusron,3/28/2019 19:01,71,182,Deklarasi Alumni Kera Ngalam untuk Jokowi. Tursuwun Ning Yuni Shara. # JokowiGaspolpic.twitter.com/THs4PE1lJ6,,,#,1.11124E+18,https://twitter.com/ulinyusron/status/1111236788759126017,,,,,,
Zulfikar Akbar,zoelfick,3/28/2019 18:46,247,873,Great! Dari @ dr_tompi sampai Pak @ jokowi beri apresiasi untuk semangat teman² @ psi_id. Turut doain partainya anak muda ini melejit dan ... cetar!pic.twitter.com/pMwaxSowyC,,@ @ @,,1.11123E+18,https://twitter.com/zoelfick/status/1111232988669329408,,,,,,
Habib Mahdi Bin M. Luthfi Bin Yahya,habibmahdiyahya,3/28/2019 17:53,109,150,"MUJAHID 212 & BRIGADE 411 & LASKAR 313 WAJIB SIAGA : Preman PKI Pendukung Jokowi sering mengintimidasi Emak-Emak di jalan dengan ujaran biadab.. Ayo Kejar & Tangkap Mereka... !!! Berani nya sm Emak Emak loe tong, Banci.. # 17AprilCoblosPrabowoSandi # IndonesiaCallsCarterCentre pic.twitter.com/j26MuvQMJm",,,# #,1.11122E+18,https://twitter.com/habibmahdiyahya/status/1111219813542592512,,,,,,
Lolong LuNganga,HajiLolong,3/28/2019 17:41,58,127,Kode keras nih... Jempol dr brur @ basuki_btp buat brur @ jokowi # KodeKeras # JanganGolput # AyoKeTPSpic.twitter.com/n1T3X1R2Iz,,@ @,# # #,1.11122E+18,https://twitter.com/HajiLolong/status/1111216773439741952,,,,,,
Suara_Fals_Indonesia,FalsSuara,3/28/2019 17:19,7,109,"Berdasarkan fakta dan arah kebijakan jokowi, ane yakin benar ucapan prof yusril : Negara ini diurus amatiran dibawah kepemimpinan jokowi"".. Maka solusi Perubahan total harus dilakukan.. Rakyat akan lengserkan si jokowi secara konstitusional pada pilpres 2019.. @ PBB2019""",,@,,1.11121E+18,https://twitter.com/FalsSuara/status/1111211225554116608,,,,,,
Eko Kuntadhi,eko_kuntadhi,3/28/2019 17:04,616,2049,"Saya setuju sama Tompi. Tidak cukup kita memperbaiki eksekutif dengan memilih kembali Jokowi. Legislatifnya juga perlu perbaikan serius. Makanya, Tompi mengusulkan memilih @ psi_id. Perlu dipertimbangkan...pic.twitter.com/PUl5YDf61o",,@,,1.11121E+18,https://twitter.com/eko_kuntadhi/status/1111207318664798209,,,,,,
JOKOWI@FANSCLUB indo,JKFC23456789,3/28/2019 17:03,307,370,"VIRALKAN agar Rakyat Tau.! Di facebook, Instagram, WhatsApp dll. Pilpres 17april2019 PANCASILA vs KHILAFAH"" Pk @ jokowi JELAS Cinta PANCASILA & BUBARKAN ormas Radikal anti Pancasila (Khilafah) @ RizmaWidiono @ P3nj3l4j4h @ TheArieAir @ zoelfick @ dr_tompi @ addiems @ 4Y4NKZ @ triwul82pic.twitter.com/8v54BqeOid""",,@ @ @ @ @ @ @ @ @,,1.11121E+18,https://twitter.com/JKFC23456789/status/1111207242575966213,,,,,,
Agus Susanto II,Cobeh09,3/28/2019 16:59,61,126,"Iriana Jokowi Jatuh Gelundung Di Panggung Stadion 17 Mei Banjarmasin, Kalimantan Selatan, Rabu, 27 Maret 2019. pic.twitter.com/kAKdWBbrDe",,,,1.11121E+18,https://twitter.com/Cobeh09/status/1111206043919343617,,,,,,
Jateng Gayeng,gayeng_jateng,3/28/2019 16:40,2,4,Waspadai dan cegahlah jangan sampai terjadi gerakan golput dalam pemilu dan pilpres tanggal 17 April 2019 untuk Indonesia Maju @ Jokowi_Amin # SulbarJokowiMenangpic.twitter.com/6LLVb2XWuS,,@,#,1.1112E+18,https://twitter.com/gayeng_jateng/status/1111201380604080129,,,,,,
NEG,negativisme,3/28/2019 16:36,253,157,"Gue dukung kalo mereka mengurus rakyat di Mindanao, kalo NKRI biar Jokowi satu periode lagi. Setuju? # AntiGelappic.twitter.com/L2CfTjcjVg",,,#,1.1112E+18,https://twitter.com/negativisme/status/1111200364756230144,,,,,,
