username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink,,,,,,
LADY RAIN,murny7,3/30/2019 20:15,31,80,"Presiden Jokowi mengajak keluarganya makan siang, di rumah makan di Bilangan Jalan Sabang, Jakarta Pusat...sayang ke dua putranya tidak bisa ikut gabung..sukses untuk debatnya ya pak... # 17AprilCoblosJokowiAmin # 17AprilPilihJokowipic.twitter.com/LgU9E2TYpk",,,# #,1.11198E+18,https://twitter.com/murny7/status/1111980222071492608,,,,,,
hana,hana_4TAA,3/30/2019 20:13,105,261,"Senyum Optimis dari pak dhe @ jokowi Sukses dan lancar untuk Debat malam ini ya pak, Tuhan memberkati # DebatAsyikJokowi # DebatKeempatCapres2019 # JokowiMengubahSemuapic.twitter.com/A0rnfeB8vU",,@,# # #,1.11198E+18,https://twitter.com/hana_4TAA/status/1111979854939840512,,,,,,
flaying dactmen,AndikaEka_23,3/30/2019 20:00,186,255,Yang menguasai debat tentang ideologi negara - JOKOWI - PRABOWO - GURU PPKN # DebatPilpres2019,,,#,1.11198E+18,https://twitter.com/AndikaEka_23/status/1111976606782779392,,,,,,
Murtadha01,MurtadhaOne,3/30/2019 19:49,347,771,"LAGI VIRAL!!! Saking CINTANYA sama Jokowi dan KH Ma'ruf Amin, Seorang Pemuda Rela Membersihkan Wajah Jokowi di Baliho yg Terkena Lumpur # 01DILANjutkanpic.twitter.com/8tpVADO4LA",,,#,1.11197E+18,https://twitter.com/MurtadhaOne/status/1111973769596166149,,,,,,
ASH,Aan_Hantorov,3/30/2019 19:45,38,40,"Namanya Om Abenk, salah satu pendukung militan Pakdhe @ jokowi , beliau mau nobar debat mengenakan kaos pemberian saya & dengan bangga keliling kampung utk kampanye secara SINGLE FIGHTER !!! Mantul Om. Salim # 01DILANjutkan @ LinNasution @ felagonna @ septria_yanto @ ridlwanjogjapic.twitter.com/FMl4h732LE",,@ @ @ @ @,#,1.11197E+18,https://twitter.com/Aan_Hantorov/status/1111972712316952577,,,,,,
F-P-I,pedjoeang_islam,3/30/2019 19:05,508,873,PESAN HABIB RIZIEQ SYIHAB UNTUK PAK JOKOWI & APARATUR PEMERINTAHAN LAIN NYA.. # 18HariLagiCoblosCapres02 # PKIvsPANCASILApic.twitter.com/WNwArws6Vm,,,# #,1.11196E+18,https://twitter.com/pedjoeang_islam/status/1111962563934183429,,,,,,
🇰🇷 Korean Drama Movie 🇮🇩,K_DramaIndo,3/30/2019 18:40,706,522,Percayalah... debat para pendukung Jokowi & Prabowo saat ini sama serunya jaman debat pendukung Choi Taek & Kim Junghwan pada masanya # DebatCapres2019 # Reply1988 # TeamTaek # TeamJunghwanpic.twitter.com/hoXMibGUCF,,,# # # #,1.11196E+18,https://twitter.com/K_DramaIndo/status/1111956324080709636,,,,,,
Fajar Nugros,fajarnugros,3/30/2019 18:40,187,738,Saya dukung Jokowi! Kamu gimana? pic.twitter.com/t22e6W3JqB,,,,1.11196E+18,https://twitter.com/fajarnugros/status/1111956299086876672,,,,,,
ERWIN TAMBURAKA,BlackDe15181003,3/30/2019 18:24,373,330,Makin hari makin leluasa ini China.. Spanduk yg bertuliskan China ini ada d bandara haluoleo kota Kendari provinsi Sulawesi tenggara.. Instansi terkait pun mingkem.. semenjak presidennya @ jokowi tulisan China terpampang d bandara kami @ maspiyuuu @ ardi_riaupic.twitter.com/LNn59c6Mam,,@ @ @,,1.11195E+18,https://twitter.com/BlackDe15181003/status/1111952409369051136,,,,,,
Kohcan si kue mochi 😳,candra_aditya,3/30/2019 18:14,28,40,ini pendukung prabowo buru-buru mau nyari kesalahan-kesalahan jokowi pic.twitter.com/npmSLfgPZ7,,,,1.11195E+18,https://twitter.com/candra_aditya/status/1111949695398535168,,,,,,
Kohcan si kue mochi 😳,candra_aditya,3/30/2019 17:37,167,117,"basi! madingnya udah siap terbit"" lebih iconic dari semua kalimat yang keluar dari mulut jokowi", prabowo," sandiaga uno atau ma'ruf amin""",,,,1.11194E+18,https://twitter.com/candra_aditya/status/1111940497096925184,,,,
Ferdinand Hutahaean,FerdinandHutah2,3/30/2019 17:26,427,1088,Indonesia dibawah Jokowi jadi bangsa pengemis utang. Peran di dunia internasional hilang. Presidennya tak bisa bicara krn takut tak diutangi. Di era Prabowo 2019-2024 peran Indonesia harus dilembalikan sebagai negara besar penentu kebijakan geopolitik internasional.,,,,1.11194E+18,https://twitter.com/FerdinandHutah2/status/1111937812813639680,,,,,,
Ferdinand Hutahaean,FerdinandHutah2,3/30/2019 17:10,453,1186,"Indonesia menjadi negara underdog di kancah pergaulan politik Internasional sejak Jokowi menjadi presiden. Kita kehilangan peran dan kehilangan nama karena presidennya tak mampu berkomunikasi dengan pemimpin dunia lainnya. Kenbalikan Indonesia menjadi macan dunia, pilih Prabowo",,,,1.11193E+18,https://twitter.com/FerdinandHutah2/status/1111933737766285313,,,,,,
🇵🇱👆@mąŞცřɛɯơҠ👆🇵🇱 ____________,Mas_Brewoks,3/30/2019 17:08,303,857,"Jwb yg jujur gais ! Jika org ini datang kerumah anda,membawa uank dan uank itu di kasikan kpd anda sebanyak Rp.10.000.000,tp dgn syarat harus dukung @ jokowi Apa yg anda akan lakukan,Menerima duitnya atua usir orgnya ? Jawaban bebas. pic.twitter.com/5c1zl2Xy8Z",,@,,1.11193E+18,https://twitter.com/Mas_Brewoks/status/1111933327643009024,,,,,,
Jordan,Jordan45685452,3/30/2019 16:43,244,544,"Pak Prabowo sebenarnya orang baik. Jika Jokowi terpilih jadi Presiden untuk yg kedua kalinya, dirinya akan memberikan kesempatan pak Prabowo untuk mengembalikan para aktivis yg hilang.",,,,1.11193E+18,https://twitter.com/Jordan45685452/status/1111926808197226497,,,,,,
Kang Ngabei 💨,kangngabei,3/30/2019 16:36,80,137,"Biarkan foto yg berbicara, dibelakang pak Jokowi galaknya minta ampun, ketemu .... pic.twitter.com/PXPAapFJ4i",,,,1.11193E+18,https://twitter.com/kangngabei/status/1111925234007859200,,,,,,
Neng Aprilia,KurangMr,3/30/2019 16:25,34,38,torehan prestasi-prestasi pak @ Jokowi Mengubah Semua nama indonesia menjadi harum di kancah internasional # jokowiuntuk1ndonesia @ Ernaelht @ nirmala95 @ sriwahy88353643pic.twitter.com/jCAetBLw6J,,@ @ @ @,#,1.11192E+18,https://twitter.com/KurangMr/status/1111922480472481792,,,,,,
Dedeng Ajam,AjamDedeng,3/30/2019 16:24,4,10,"# INACallsJokowiAmin Era Dulu vs Era Sekarang, Masih Perlu Jokowi 2 Periode. pic.twitter.com/Jv35oNMiAR",,,#,1.11192E+18,https://twitter.com/AjamDedeng/status/1111922035632926720,,,,,,
Nona Cerdas,CerdasNona,3/30/2019 16:12,6,9,"Beberapa di antara pencapaian pemerintahan Jokowi di bidang pertahanan diantaranya adalah peningkatan anggaran untuk melengkapi Alutsista, membangun kesejahteraan dan profesional prajurit TNI, perkuatan pos perbatasan di Kalimantan, Papua dan NTT. # INACallsJokowiAminpic.twitter.com/X5TUMe3Lff",,,#,1.11192E+18,https://twitter.com/CerdasNona/status/1111919235574358017,,,,,,
Nowowo🇮🇩#88,CoretPdipilpres,3/30/2019 16:05,53,79,NKRI harga mati Pancasila selalu dihati Presidennnya tetap @ jokowi # PancasilavsKhilafah # Tim88UntukJokowi # TIM88 # 17AprilCoblosJokowiAmin # JokowiLagi # DebatAsyikJokowipic.twitter.com/Fl5OBC9DrE,,@,# # # # # #,1.11192E+18,https://twitter.com/CoretPdipilpres/status/1111917316340473856,,,,,,
Peneliti LiPi,PenelitiLiPi,3/30/2019 15:54,417,767,"Siapakah Linda Christanti, seorang penulis perempuan keren yang mengucapkan 'Selamat Tinggal Pak Jokowi' dlm tulisam terbarunya? https://tokohinspiratif.id/linda-christanty/ …",,,,1.11191E+18,https://twitter.com/PenelitiLiPi/status/1111914580505063429,,,,,,
Ronfelixio Fachry,Ronfelixio,3/30/2019 15:53,465,532,"Salawi masuk neraka: Neraka bisa sepanas ini. Kemana aja Jokowi? Mana infrastruktur langit yg kalian janjikan? Hah!!1!1!!!1!!""""",,,,1.11191E+18,https://twitter.com/Ronfelixio/status/1111914354755035136,,,,,,
The Gacoor,thegacoor,3/30/2019 15:41,137,301,pakde @ jokowi menandatangani Pepres Pembinaan Ideologi Pancasila .. 17 April coblos 01 Jokowi KMA # JokowiMengubahSemuapic.twitter.com/8LVtNppA6B,,@,#,1.11191E+18,https://twitter.com/thegacoor/status/1111911421074259968,,,,,,
H. Moch.Herianto  MM  ©️™️,Moch_herianto,3/30/2019 14:51,132,304,"Udah deh cor.. Gak usah banyak omong! Viking / bobotoh buat Deklarasi utk dukung @ jokowi Udah ya cor, berita ini jng diklarifikasi lagi! Malu sama urat! Ngopi dulu ya cor, sambil nunggu adzan! # 01BersamaBobotoh # 02MakinStress # Coblos01 # OgahCoblos02pic.twitter.com/cEQYdiPHc8",,@,# # # #,1.1119E+18,https://twitter.com/Moch_herianto/status/1111898675758813185,,,,,,
NKRI100,NKRI1001,3/30/2019 14:33,52,90,Hanya Pak Jokowi yg memenuhi swmua cita2 tu. @ KarmaPUBG @ lukato15 # JokowiMengubahSemuapic.twitter.com/ykKmrlvQCg,,@ @,#,1.11189E+18,https://twitter.com/NKRI1001/status/1111894114524495872,,,,,,
Milenial Penjaga Jokowi 🙋🏻‍♀️🙋🏻‍♂️,JagaJokowi,3/30/2019 14:23,663,1279,"Beberapa pemimpin organisasi bobotoh dan para suporter Persib Bandung, mendeklarasikan dukungan Pak @ Jokowi - @ Kiyai_MarufAmin di Gedung Sabilulungan, Kabupaten Bandung. Dihadiri juga oleh @ erickthohir. # KuSukaJokowiAmin # JokowiMengubahSemuapic.twitter.com/dDSq7IUY9h",,@ @ @,# #,1.11189E+18,https://twitter.com/JagaJokowi/status/1111891618984947713,,,,,,
KH. Ma'ruf Amin,Kiyai_MarufAmin,3/30/2019 13:58,92,207,"Alhamdulillah, saya mendapat dukungan dari warga Depok. Saya berpesan kpd masyarakat Depok pd tanggal 17 April harus menang dengan 70%, karena itu kita harus berjuang utk memenangkan. Saya bersama Pak Jokowi ingin menjadikan Indonesia sebagai negara maju, sejahtera, dan berkah. pic.twitter.com/m8aXmivvGg",,,,1.11189E+18,https://twitter.com/Kiyai_MarufAmin/status/1111885308545490944,,,,,,
#01JokowiAmin,yusuf_dumdum,3/30/2019 13:28,169,323,Semoga pak @ jokowi selalu sehat. Aamiin. # DebatAsyikJokowipic.twitter.com/LWw2W8Bb30,,@,#,1.11188E+18,https://twitter.com/yusuf_dumdum/status/1111877906949533696,,,,,,
Emak Bekti 😼,mak_bekti01,3/30/2019 12:52,20,49,"# KuSukaJokowiAmin Jangan lupa coblos baju putih ya, coblos no 1 pak @ jokowi - Ma'ruf @ BamsBulaksumur @ kangdede78pic.twitter.com/H8gnvWIXrT",,@ @ @,#,1.11187E+18,https://twitter.com/mak_bekti01/status/1111868835127128064,,,,,,
Irfan Apri Ustari,irfanfajar555,3/30/2019 12:00,3,5,Memilih jokowi insyAllaah barokah .. # 01JokowiAmin # jokowimembangundesapic.twitter.com/IYUjtnT9FS,,,# #,1.11186E+18,https://twitter.com/irfanfajar555/status/1111855621052100608,,,,,,
Dede Budhyarto,kangdede78,3/30/2019 11:55,277,521,"Bobotoh ngahiji, @ jokowi moal eleh, pasti meunang... # KuSukaJokowiAminpic.twitter.com/4ECSRB2stF",,@,#,1.11185E+18,https://twitter.com/kangdede78/status/1111854451646582784,,,,,,
Dede Budhyarto,kangdede78,3/30/2019 11:53,398,710,"Bobotoh Ngahiji , Bobotoh satu untuk @ jokowi # KuSukaJokowiAminpic.twitter.com/xosF7bCKG0",,@,#,1.11185E+18,https://twitter.com/kangdede78/status/1111854045549887488,,,,,,
Ari Utami,AriUtami96,3/30/2019 11:44,84,7,"RT @ meong699up: Anda sebagai pekerja, enak di zaman siapa menurut anda ? Jokowi ( Like ) SBY ( Retweet ) pic.twitter.com/8AbVdptbUx",,@,,1.11185E+18,https://twitter.com/AriUtami96/status/1111851766822268928,,,,,,
Chusnul chotimah,CH_chotimah,3/30/2019 11:32,772,1675,"Yg mengatakn mobil esemka itu hoax semoga dosa2nya diampuni Allah SWT dan yg difitnah terkait hal ini yaitu pak jokowi diberi kesehatan, panjang umur dan kemenangn dipilpres kali ini agar bisa memimpin negara ini 5thn kedepan. # 02TidakPutihhttps://otomotif.kompas.com/read/2019/03/30/082200615/ternyata-esemka-masih-ada-dan-mulai-produksi …",,,#,1.11185E+18,https://twitter.com/CH_chotimah/status/1111848764342333441,,,,,,
ADDIE MS,addiems,3/30/2019 11:02,370,1434,"Keren nih! Aplikasi Jokorner. Jokowi emang kekinian"" banget . Onlen-onlen gituh... Palapa Ring udah hampir tuntas"," internet akan jangkau seluruh pelosok Nusantara. Usaha ""onlen2"" akan lebih melesat. InshaAllah makin banyak unicorn di Indonesia. # OptimisIndonesiaMaju pic.twitter.com/CHO1LxI6zd""",,,#,1.11184E+18,https://twitter.com/addiems/status/1111841000714993664,,,,,
Eksponen Muda Muhammadiyah,EksponenMu,3/30/2019 10:47,24,64,Dari Buya Syafii ttg Jokowi. # EksponenMudaMuhammadiyah01pic.twitter.com/80LG8giaP9,,,#,1.11184E+18,https://twitter.com/EksponenMu/status/1111837221085044736,,,,,,
hana,hana_4TAA,3/30/2019 10:36,122,273,"SATU memang yang kita rebutkan RI 1! Ucap pak dhe @ jokowi Pesta Demokrasi ini harus di isi dengan kontestasi: 1. Adu Program 2. Adu Gagasan 3. Adu Ide 4. Adu Rekam Jejak 5. Adu Prestasi Bukan di isi dengan Hinaan, Fitnah, apa lagi Hoax. # PUTIHadalahKITA # 02TidakPutihpic.twitter.com/T60Inu6GfX",,@,# #,1.11183E+18,https://twitter.com/hana_4TAA/status/1111834577557811200,,,,,,
andi arief,AndiArief__,3/30/2019 10:20,2699,4665,Ini lho yang membuat semburan itu Pak Jokowi. pic.twitter.com/m2bCTxKJlp,,,,1.11183E+18,https://twitter.com/AndiArief__/status/1111830641534861312,,,,,,
NEG,negativisme,3/30/2019 10:00,62,163,"Banyak tokoh intelektual mendukung @ psi_id , karena programnya jelas, sikapnya juga tegas melawan korupsi dan intoleransi, tujuannya jelas untuk kesetaraan dan kemajuan NKRI, Orang Cerdas Pilih PSI, Presidennya ya Pak Jokowi pic.twitter.com/W3yVRYX0g2",,@,,1.11183E+18,https://twitter.com/negativisme/status/1111825620789395457,,,,,,
Dahnil A Simanjuntak,Dahnilanzar,3/30/2019 9:53,1086,3663,"Sobat sekalian.Pemilu adl ajang kegembiraan dlm perbedaan. Ajakan pak @ jokowi untuk mengenakan baju putih ke TPS selain abai prinsip luber dlm pemilu, jg berpotensi mengotak2an,memecah belah rakyat.Demi menghindarkan pecah belah tsb,mari kita semua pakai baju putih, pilih 02.",,@,,1.11182E+18,https://twitter.com/Dahnilanzar/status/1111823830714998784,,,,,,
Media Center JKW #01,MediaCenterJKW,3/30/2019 9:48,31,84,"Sejak menjadi walikota Solo saya telah melihat visi kepemimpinan pada diri pak @ jokowi. Visi yg dibangun sejak dini dan alami ini yang jarang dipunyai banyak pemimpin dunia"" Hajri ( Dubes Lebanon dan Ketua PP Muhammadiyah) # EksponenMudaMuhammadiyah01pic.twitter.com/ys0w6CgwE1""",,@,#,1.11182E+18,https://twitter.com/MediaCenterJKW/status/1111822442719150081,,,,,,
fatrah,fatrah_med,3/30/2019 9:47,9,7,"Capres kampanye, tenaga medis PNS dikerahkan disaat hari libur. Pantas Jokowi tak kunjung cuti.Birokrasi Makassar kian memalukan. # AmplopCapJempolOTTkPK # AmplopCapJempolOTTkPK @ saididupic.twitter.com/bqhsI5SK5e",,@,# #,1.11182E+18,https://twitter.com/fatrah_med/status/1111822235054948352,,,,,,
Jax,JackVardan,3/30/2019 9:41,459,594,Sebagai muslim saya senang ada tulisan ini. Yuk dibaca guys. Apalagi yang muslim baik pendukung Jokowi dan Prabowo. Kita Indonesia. pic.twitter.com/n1wnQrJ6Nb,,,,1.11182E+18,https://twitter.com/JackVardan/status/1111820763722592256,,,,,,
Pojok Persyarikatan,PojokPemuda,3/30/2019 9:39,30,106,Saya Jokowi, alhamdulillah saya sudah haji. Bapak saya haji, ibu saya haji," dan adik saya juga sudah haji."" # EksponenMudaMuhammadiyah01pic.twitter.com/AF9zSxeNwg""",,,#,1.11182E+18,https://twitter.com/PojokPemuda/status/1111820211215171585,,,
seword,sewordcom,3/30/2019 8:35,392,706,"Dari Jokowi dan keluargalah kita bisa belajar bagaimana caranya sabar, terus berjalan, dan selalu bangkit. What doesn't kill you make you stronger # 17AprilCoblosBajuPutihpic.twitter.com/eFe0kor7du",,,#,1.1118E+18,https://twitter.com/sewordcom/status/1111804222356414467,,,,,,
Kwik Kian Gie,KwikKianGie_,3/30/2019 8:35,505,1283,"Stoplah pak luhut dan pak hendro menggembar-gemborkan isu khilafah dan pancasila. Prabowo itu nasionalis dan bapak2 sekalian tahu sendiri faktanya, jika prabowo penganut ideologi lain tidak mungkinlah ahok dan jokowi beliau angkat menjadi gubernur jakarta",,,,1.1118E+18,https://twitter.com/KwikKianGie_/status/1111804219391008769,,,,,,
🇵🇱 👆#99👆🇵🇱,PartaiS0cmedia,3/30/2019 8:29,124,25,Sama2 capres Sama2 pake loreng. Tp ada yg membedakan di antara keduanya nya ? Apakah ada yg tau di mna letak perbedaan di antara keduanya ?? Jawaban bebas. Jgn lupa tentukan pilihan kalian di antara salah satu Pilih @ jokowi like Pilih @ prabowo re-tweet pic.twitter.com/M4vQLXholG,,@ @,,1.1118E+18,https://twitter.com/PartaiS0cmedia/status/1111802613589131264,,,,,,
Hidayat Nur Wahid,hnurwahid,3/30/2019 8:13,1364,3407,"Hasto K ralat pernyataan Wiranto soal pemidanaan pengajak golput. Wiranto ralat pernyataan @ jokowi soal pembebasan Ust AbuBakarBa’asyir. Jokowi ralat pernyataannya sendiri ttg kebakaran hutan. Mumpung “musim” ralat, Anda akan ikut me”ralat” juga? Apa yg akan Anda “ralat”? https://twitter.com/republikaonline/status/1111458189432647680 …",,@,,1.1118E+18,https://twitter.com/hnurwahid/status/1111798522154672128,,,,,,
Teddy Gusnaidi,TeddyGusnaidi,3/30/2019 7:35,415,537,"Ini buktinya, Pemilu kali ini adalah pemilu Ideologi antara Pancasila dan Khilafah. Ini Fakta! ada yang bisa bantah?? @ jokowi @ prabowo # PANCASILAvsKHILAFAHpic.twitter.com/myn5VLFnjY",,@ @,#,1.11179E+18,https://twitter.com/TeddyGusnaidi/status/1111789068138901504,,,,,,
Penjaga Villa & NKRI,herditiya1,3/30/2019 6:38,282,348,Tangkapi oposisi sudah. Bikin survei abal-abal sudah. Bikin cyber army sudah. Sekarang kelakuakn polisi seperti ini demi menangkan Jokowi. Rusak negara ditangan mereka. pic.twitter.com/r151aPGVan,,,,1.11177E+18,https://twitter.com/herditiya1/status/1111774639473086464,,,,,,
J.S. Prabowo,marierteman,3/30/2019 6:25,447,1343,"Mereka tenaga medis... mereka paham pentingnya kesehatan jantung. Agar jantung Pak Jokowi tetap sehat dan mereka selamat, ini cara paling aman bagi semuanya.. # IndonesiaCallsObservers # IndonesiaCallsCarterCenterpic.twitter.com/OHM6QbzEle",,,# #,1.11177E+18,https://twitter.com/marierteman/status/1111771334281842688,,,,,,
Relawan Tanfa Nama,relawantanam,3/30/2019 0:37,30,37,JOKOWI TIDAK KEHILANGAN APAPUN BILA TIDAK MENJADI PRESIDEN TAPI INDONESIA AKAN KEHILANGAN PEMIMPIN TERBAIK..... SALAM WARAS # saveINDsavejokowi # INAelectionjokowivictory # Pilih01BajuPutih # JokowiLebihBaik # WapresKuKiyai # jokowiuntuk1ndonesiapic.twitter.com/1TrM9WkBER,,,# # # # # #,1.11168E+18,https://twitter.com/relawantanam/status/1111683725530521600,,,,,,
K.H. Ma’ruf Amin,KHMarufAmin_,3/29/2019 23:15,263,793,Bismillahirraahmanirrahiim. Alhamdulillah. Saya semakin optimis mengadapi pilpres 2019 setelah adanya deklarasi Jaringan Kiai Santri Nasional (JKSN) wilayah Sumatera Selatan untuk memenangkan Jokowi-Amin. # 01JokowiAmin # 01IndonesiaMajupic.twitter.com/AJgSAB4wUl,,,# #,1.11166E+18,https://twitter.com/KHMarufAmin_/status/1111663061704663041,,,,,,
Syed Saddiq,SyedSaddiq,3/29/2019 22:27,299,2281,Meow meow is annoyed that i’ll be leaving her for a 2-day working trip to Jakarta Esok saya akan bersama Presiden Jokowi. Selepas itu sesi bersama usahawan muda ASEAN.Hari ahad sebagai keynote speaker bagi Indonesia Future Fest. Malaysia & Indonesia can do wonders for ASEAN pic.twitter.com/MkQaD6moo8,,,,1.11165E+18,https://twitter.com/SyedSaddiq/status/1111651158324477952,,,,,,
mei Amoy kecil  他很米兰,Namaku_Mei,3/29/2019 22:23,117,258,MasyAlloh...Presiden Jokowi Terima kasih Istriku Iriana pic.twitter.com/tXwEkvAxQW,,,,1.11165E+18,https://twitter.com/Namaku_Mei/status/1111649977531432962,,,,,,
IG: narkosun,narkosun,3/29/2019 21:58,204,307,Lempeng bumi bergeser itu ternyata salah Jokowi. pic.twitter.com/XY4Hfnyoa2,,,,1.11164E+18,https://twitter.com/narkosun/status/1111643712998666241,,,,,,
K.H. Ma’ruf Amin,KHMarufAmin_,3/29/2019 21:33,157,366,"Bismillahirraahmanirrahiim. Menjelang debat keempat Pilpres 2019, saya dan Pak Jokowi mempersiapkan strategi kebijakan sesuai dengan tema keempat debat, ideologi, pemerintahan, pertahanan dan keamanan, serta hubungan internasional. # DebatPilpres2019 # DebatKeempatPilpres2019pic.twitter.com/UdkFkjSyG9",,,# #,1.11164E+18,https://twitter.com/KHMarufAmin_/status/1111637523237949441,,,,,,
paketopi,paketopi,3/29/2019 21:33,396,474,"Liat ini paling bisa bikin ketawa, boleh tetep Jokowi kan? pic.twitter.com/UNw5Q7i5v3",,,,1.11164E+18,https://twitter.com/paketopi/status/1111637415737942021,,,,,,
🇵🇱👆@mąŞცřɛɯơҠ👆🇵🇱 ____________,Mas_Brewoks,3/29/2019 21:30,100,203,"Siapakah org ini,apakah kalian mengenalnya ? Sepertinya org ini lagi merenungi nasib nya kalo @ jokowi kalah nanti anak dan istrinya makan apa ? pic.twitter.com/F7eTrcoOBO",,@,,1.11164E+18,https://twitter.com/Mas_Brewoks/status/1111636703264100352,,,,,,
Nana,ronavioleta,3/29/2019 21:26,209,314,Nah.... Mengapa? @ Jokowi pic.twitter.com/sA1isdUVJg,,@,,1.11164E+18,https://twitter.com/ronavioleta/status/1111635760128684033,,,,,,
Doradong,do_ra_dong,3/29/2019 21:23,1521,2704,Karena Prabowo maka Jokowi Ahok bisa menjadi Gubernur dan Wagub DKI Lalu kalian masih melabeli prabowo adalah kubu khilafah? Ini sama saja melempar ludah kemuka sendiri Krn sama saja menyebut Jokowi dan ahok bisa mnjadi gubernur dan wagub karena didukung kubu khilafah Dungu!! pic.twitter.com/eriJ5KWTG8,,,,1.11163E+18,https://twitter.com/do_ra_dong/status/1111634902104064001,,,,,,
Murtadha01,MurtadhaOne,3/29/2019 20:39,123,173,Inilah Suara Hati Rakyat Papua Bukti betapa cintanya mereka kepada Presiden @ jokowi Makanya 17 April # Nyoblos01BaruPiknikpic.twitter.com/jmReH0Yco8,,@,#,1.11162E+18,https://twitter.com/MurtadhaOne/status/1111624034481893376,,,,,,
